timestamp,batch_id,time_min,moisture_raw,red,green,blue,moisture_status,color_status,final_status,readiness_score
2026-05-12 16:39:20,BATCH_001,2625,358,392,467,391,WARN,PASS,WARN,75
2026-05-12 16:39:32,BATCH_001,2630,367,400,477,403,WARN,PASS,WARN,75
2026-05-12 16:39:45,BATCH_001,2635,349,411,483,403,HOLD,WARN,HOLD,30
2026-05-12 16:39:57,BATCH_001,2640,352,386,457,385,WARN,PASS,WARN,75
2026-05-12 16:40:09,BATCH_001,2645,349,376,453,384,HOLD,PASS,HOLD,50
2026-05-12 16:40:22,BATCH_001,2650,349,391,461,390,HOLD,PASS,HOLD,50
2026-05-12 16:40:35,BATCH_001,2655,348,385,458,381,HOLD,PASS,HOLD,50
2026-05-12 16:40:47,BATCH_001,2660,349,386,462,385,HOLD,PASS,HOLD,50
2026-05-12 16:41:00,BATCH_001,2665,348,383,463,392,HOLD,PASS,HOLD,50
2026-05-12 16:41:12,BATCH_001,2670,345,396,461,397,HOLD,PASS,HOLD,50
2026-05-12 16:41:24,BATCH_001,2675,352,390,467,396,WARN,PASS,WARN,75
2026-05-12 16:41:37,BATCH_001,2680,350,410,475,396,WARN,PASS,WARN,75
2026-05-12 16:41:49,BATCH_001,2685,350,387,457,382,WARN,PASS,WARN,75
2026-05-12 16:42:01,BATCH_001,2690,338,361,424,353,HOLD,PASS,HOLD,50
2026-05-12 16:42:14,BATCH_001,2695,337,359,416,357,HOLD,PASS,HOLD,50
2026-05-12 16:42:26,BATCH_001,2700,336,348,414,351,HOLD,PASS,HOLD,50
2026-05-12 16:42:39,BATCH_001,2705,341,356,411,353,HOLD,PASS,HOLD,50
2026-05-12 16:42:51,BATCH_001,2710,341,351,417,353,HOLD,PASS,HOLD,50
2026-05-12 16:43:04,BATCH_001,2715,333,352,413,343,HOLD,PASS,HOLD,50
2026-05-12 16:43:16,BATCH_001,2720,332,351,404,348,HOLD,PASS,HOLD,50
2026-05-12 16:43:29,BATCH_001,2725,337,347,416,347,HOLD,PASS,HOLD,50
2026-05-12 16:43:42,BATCH_001,2730,336,370,427,366,HOLD,PASS,HOLD,50
2026-05-12 16:43:54,BATCH_001,2735,334,368,425,367,HOLD,PASS,HOLD,50
2026-05-12 16:44:07,BATCH_001,2740,334,364,427,367,HOLD,PASS,HOLD,50
2026-05-12 16:44:19,BATCH_001,2745,333,376,441,368,HOLD,PASS,HOLD,50
2026-05-12 16:44:32,BATCH_001,2750,333,370,442,368,HOLD,PASS,HOLD,50
2026-05-12 16:44:44,BATCH_001,2755,333,370,436,374,HOLD,PASS,HOLD,50
2026-05-12 16:44:57,BATCH_001,2760,333,378,450,379,HOLD,PASS,HOLD,50
2026-05-12 16:45:10,BATCH_001,2765,333,371,442,368,HOLD,PASS,HOLD,50
2026-05-12 16:45:22,BATCH_001,2770,333,376,433,366,HOLD,PASS,HOLD,50
2026-05-12 16:45:35,BATCH_001,2775,333,363,431,363,HOLD,PASS,HOLD,50
2026-05-12 16:45:47,BATCH_001,2780,333,365,427,367,HOLD,PASS,HOLD,50
2026-05-12 16:46:00,BATCH_001,2785,333,371,433,362,HOLD,PASS,HOLD,50
2026-05-12 16:46:13,BATCH_001,2790,334,364,426,361,HOLD,PASS,HOLD,50
2026-05-12 16:46:25,BATCH_001,2795,333,364,426,367,HOLD,PASS,HOLD,50
2026-05-12 16:46:38,BATCH_001,2800,332,363,431,360,HOLD,PASS,HOLD,50
2026-05-12 16:46:50,BATCH_001,2805,332,364,427,367,HOLD,PASS,HOLD,50
2026-05-12 16:47:03,BATCH_001,2810,332,370,434,362,HOLD,PASS,HOLD,50
2026-05-12 16:47:16,BATCH_001,2815,331,372,434,373,HOLD,PASS,HOLD,50
2026-05-12 16:47:28,BATCH_001,2820,331,371,435,364,HOLD,PASS,HOLD,50
2026-05-12 16:47:41,BATCH_001,2825,331,372,429,363,HOLD,PASS,HOLD,50
2026-05-12 16:47:53,BATCH_001,2830,331,371,429,369,HOLD,PASS,HOLD,50
2026-05-12 16:48:06,BATCH_001,2835,331,364,428,368,HOLD,PASS,HOLD,50
2026-05-12 16:48:18,BATCH_001,2840,331,369,432,367,HOLD,PASS,HOLD,50
2026-05-12 16:48:31,BATCH_001,2845,331,369,427,367,HOLD,PASS,HOLD,50
2026-05-12 16:48:44,BATCH_001,2850,331,365,434,362,HOLD,PASS,HOLD,50
2026-05-12 16:48:56,BATCH_001,2855,346,375,462,360,HOLD,PASS,HOLD,50
2026-05-12 16:49:09,BATCH_001,2860,341,382,451,387,HOLD,PASS,HOLD,50
2026-05-12 16:49:22,BATCH_001,2865,339,400,477,404,HOLD,PASS,HOLD,50
2026-05-12 16:49:34,BATCH_001,2870,328,440,520,444,HOLD,HOLD,HOLD,10
2026-05-12 16:49:47,BATCH_001,2875,328,444,518,444,HOLD,HOLD,HOLD,10
2026-05-12 16:49:59,BATCH_001,2880,328,442,510,442,HOLD,HOLD,HOLD,10
2026-05-12 16:50:12,BATCH_001,2885,328,442,510,442,HOLD,HOLD,HOLD,10
2026-05-12 16:50:24,BATCH_001,2890,339,381,448,382,HOLD,PASS,HOLD,50
2026-05-12 16:50:37,BATCH_001,2895,338,379,454,379,HOLD,PASS,HOLD,50
2026-05-12 16:50:50,BATCH_001,2900,338,375,443,381,HOLD,PASS,HOLD,50
2026-05-12 16:51:02,BATCH_001,2905,338,391,459,393,HOLD,PASS,HOLD,50
2026-05-12 16:51:15,BATCH_001,2910,338,396,462,391,HOLD,PASS,HOLD,50
2026-05-12 16:51:27,BATCH_001,2915,338,383,451,387,HOLD,PASS,HOLD,50
2026-05-12 16:51:40,BATCH_001,2920,325,375,446,378,HOLD,PASS,HOLD,50
2026-05-12 16:51:52,BATCH_001,2925,324,375,437,376,HOLD,PASS,HOLD,50
2026-05-12 16:52:05,BATCH_001,2930,340,376,442,379,HOLD,PASS,HOLD,50
2026-05-12 16:52:17,BATCH_001,2935,339,374,447,378,HOLD,PASS,HOLD,50
2026-05-12 16:52:30,BATCH_001,2940,336,407,470,395,HOLD,PASS,HOLD,50
2026-05-12 16:52:43,BATCH_001,2945,341,403,477,406,HOLD,PASS,HOLD,50
2026-05-12 16:52:55,BATCH_001,2950,334,389,449,390,HOLD,PASS,HOLD,50
2026-05-12 16:53:08,BATCH_001,2955,344,396,465,393,HOLD,PASS,HOLD,50
